,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,y
8668,5,8,6,6,4,7,8,8,6,5,7,12,5,8,4,8,0
8669,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,8,0
8670,4,5,5,4,3,5,10,4,5,10,8,3,1,10,3,7,0
8671,2,4,4,3,2,7,9,2,4,10,6,6,5,9,0,7,0
8672,3,9,4,7,3,9,6,2,5,11,4,9,1,6,2,5,0
8673,5,10,6,7,4,8,7,8,5,10,6,8,3,8,3,7,1
8674,2,3,3,2,2,6,7,7,5,7,6,10,3,8,3,9,0
8675,3,9,4,6,2,4,12,9,2,10,6,4,1,10,4,8,0
8676,3,7,4,5,3,6,6,5,5,6,6,10,2,9,4,8,0
8677,1,3,2,1,0,9,5,3,5,14,6,11,0,7,0,8,0
8678,4,8,6,6,4,8,6,1,7,10,4,9,4,7,5,10,0
8679,2,6,3,4,1,4,13,8,2,11,6,3,1,10,3,8,0
8680,2,3,3,2,1,4,4,4,7,2,2,6,0,7,1,6,0
8681,3,4,4,3,2,6,7,5,5,10,7,10,2,9,4,9,0
8682,4,6,5,4,3,6,9,3,8,11,9,6,2,9,6,5,0
8683,4,7,5,5,5,7,6,2,7,7,6,9,1,7,10,8,0
8684,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8,0
8685,2,4,4,2,2,8,8,4,4,9,5,7,2,7,3,10,0
8686,2,4,3,3,2,9,7,4,5,10,4,5,2,8,2,8,0
8687,2,4,4,3,2,8,7,2,9,11,5,9,1,8,5,8,0
8688,3,4,4,5,3,8,8,6,2,5,7,10,3,9,5,10,0
8689,3,5,5,8,2,7,6,3,1,7,0,8,3,7,1,8,0
8690,2,3,3,4,1,1,11,5,6,11,10,9,0,8,3,7,0
8691,4,9,5,6,2,7,4,0,9,9,2,10,0,7,2,8,0
8692,4,6,4,4,2,7,7,14,1,5,6,8,6,8,0,8,0
8693,5,8,5,6,2,3,10,2,7,11,11,6,1,11,2,4,0
8694,2,4,3,2,1,5,11,2,7,11,9,5,1,10,2,5,0
8695,3,7,3,5,2,8,7,7,5,9,5,8,3,8,3,8,1
8696,6,10,7,8,3,8,7,8,8,6,6,9,2,7,6,11,0
8697,6,8,6,6,5,6,7,6,6,9,7,11,2,9,4,9,0
8698,6,10,9,8,7,7,7,2,8,11,7,9,3,9,4,8,0
8699,2,5,4,4,2,7,7,2,9,11,6,8,1,8,5,8,0
8700,6,9,9,7,5,9,6,2,7,10,3,8,4,7,5,10,0
8701,3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,0
8702,4,9,5,7,2,6,6,7,10,8,5,13,1,10,4,9,0
8703,4,7,5,8,6,6,9,4,4,7,7,6,4,9,9,8,0
8704,6,10,6,6,5,9,6,3,6,10,4,7,5,7,8,7,0
8705,3,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,0
8706,3,6,4,4,2,9,7,7,6,6,6,10,3,8,5,9,0
8707,7,10,9,7,6,6,8,4,9,12,9,9,3,8,5,6,0
8708,3,5,6,4,3,7,7,2,6,10,5,8,6,8,4,7,0
8709,3,4,4,3,3,7,6,6,4,6,7,8,7,5,2,7,0
8710,4,8,6,6,3,5,11,5,5,13,8,5,2,9,2,6,0
8711,3,8,4,6,4,6,7,3,7,8,6,9,0,9,9,7,0
8712,6,11,6,6,4,5,9,5,7,10,7,6,5,8,6,5,0
8713,10,11,10,8,7,4,10,3,3,9,8,7,8,11,2,6,0
8714,3,8,4,6,3,6,8,8,10,5,4,10,2,8,6,7,0
8715,3,8,5,6,3,7,6,7,6,6,5,10,1,8,5,11,0
8716,5,5,7,7,8,9,7,6,3,7,7,8,6,10,6,5,0
8717,4,7,6,5,5,8,6,7,4,7,7,7,5,7,6,7,0
8718,2,3,3,5,1,14,1,7,5,14,2,11,0,7,0,8,0
8719,3,8,5,6,4,6,10,3,6,10,9,5,5,10,3,6,0
8720,2,1,3,3,3,7,7,5,5,7,6,8,3,8,2,8,0
8721,6,11,7,8,4,2,8,5,9,10,10,14,1,7,3,7,0
8722,2,0,2,1,0,3,13,5,2,11,8,5,0,8,2,7,0
8723,4,8,5,6,4,8,7,7,4,7,6,6,4,8,3,8,1
8724,2,7,3,5,2,6,8,5,9,7,7,10,2,9,8,7,0
8725,5,9,8,6,5,9,8,4,7,9,4,5,3,7,7,10,0
8726,4,7,6,10,9,7,12,4,0,9,7,6,5,10,6,8,0
8727,2,8,4,5,1,8,6,3,1,7,0,8,2,7,1,8,0
8728,4,8,5,6,2,7,7,4,14,9,6,8,0,8,8,8,0
8729,4,7,6,11,9,8,9,3,2,6,8,9,6,13,10,6,0
8730,3,4,4,3,2,7,7,7,5,9,6,8,2,8,3,8,1
8731,2,8,4,6,2,8,11,2,9,6,11,7,1,11,1,7,0
8732,4,5,5,4,2,4,11,2,7,11,10,5,1,11,3,4,0
8733,9,13,8,7,5,9,7,3,5,11,4,5,4,9,7,9,0
8734,5,7,6,5,3,9,6,4,8,11,4,8,2,8,5,11,0
8735,3,6,5,4,2,10,6,1,7,14,3,7,0,8,0,8,0
8736,2,3,4,1,2,4,8,2,6,10,9,10,2,8,2,7,0
8737,1,0,1,0,0,7,7,10,2,7,6,8,2,8,0,8,0
8738,3,7,4,5,2,3,6,7,3,7,7,12,3,8,3,11,0
8739,3,2,4,3,3,5,11,2,2,8,9,9,6,11,0,8,0
8740,3,1,5,2,3,8,11,3,2,6,9,8,7,11,0,7,0
8741,7,13,6,8,4,8,9,3,6,14,5,5,2,7,6,8,0
8742,8,15,8,8,7,5,8,2,5,7,3,9,6,6,6,5,0
8743,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7,0
8744,3,5,4,5,3,8,6,7,6,7,3,9,2,8,3,8,0
8745,3,7,4,6,2,8,7,8,6,6,5,9,3,8,4,8,0
8746,5,11,8,8,2,8,8,5,3,6,14,8,3,9,0,8,0
8747,3,8,5,6,1,9,10,3,2,5,13,8,1,11,0,8,0
8748,3,5,5,4,2,7,9,1,6,13,5,5,1,10,2,8,0
8749,4,8,6,6,3,6,12,2,4,6,11,9,2,10,1,8,0
8750,5,8,7,6,7,8,7,6,2,6,8,8,7,8,5,4,0
8751,3,8,5,6,3,8,4,1,8,9,3,10,0,7,2,9,0
8752,8,8,8,6,5,3,11,2,3,10,10,8,7,10,2,6,0
8753,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,8,0
8754,7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4,0
8755,3,4,4,3,2,6,8,6,7,7,10,9,3,9,0,8,0
8756,6,11,8,8,7,7,7,7,7,7,6,8,3,8,4,7,0
8757,5,8,7,9,7,8,9,4,5,7,7,8,5,7,10,10,0
8758,2,4,2,3,1,6,10,4,5,10,9,5,1,9,3,7,0
8759,6,7,6,5,4,3,10,3,3,10,10,8,7,10,2,7,0
8760,4,9,4,7,2,8,5,14,5,6,14,8,3,9,0,8,0
8761,5,9,5,6,2,4,15,8,1,12,6,2,0,9,4,8,0
8762,4,7,5,5,3,6,4,5,9,2,2,4,1,6,2,5,0
8763,5,10,4,5,2,9,3,1,5,8,1,7,2,7,4,10,0
8764,5,5,7,4,7,9,8,4,4,7,6,7,8,6,6,5,0
8765,4,9,5,6,3,6,7,7,6,10,7,11,2,9,4,9,0
8766,3,7,5,5,2,7,7,8,8,7,6,7,3,8,4,8,1
8767,5,11,6,8,5,9,6,4,6,10,3,7,2,8,5,10,0
8768,2,3,3,2,1,4,12,3,3,10,11,7,2,11,0,8,0
8769,5,5,7,8,10,7,5,6,2,6,6,8,11,10,9,13,0
8770,2,2,3,3,2,8,7,7,3,6,6,10,2,9,3,9,0
8771,3,5,5,4,3,6,6,1,7,10,8,11,3,7,3,8,0
8772,3,6,3,4,3,8,6,9,0,6,8,8,6,5,0,8,0
8773,4,9,6,7,4,7,10,4,5,12,5,3,1,10,4,8,0
8774,2,3,2,1,1,7,9,5,5,6,9,9,3,10,1,8,0
8775,8,12,5,6,3,7,6,5,7,10,6,9,2,10,8,9,0
8776,2,7,2,5,2,1,11,3,4,11,11,8,0,8,1,7,0
8777,4,9,6,7,5,8,7,3,5,6,6,7,3,9,9,9,0
8778,5,5,5,7,2,7,5,14,5,7,15,8,3,9,0,8,0
8779,3,5,6,4,3,7,7,2,7,10,5,9,6,8,5,8,0
8780,3,9,5,7,3,7,5,1,7,8,2,10,0,6,2,8,0
8781,5,9,6,11,6,9,7,8,3,5,6,11,5,8,8,8,0
8782,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,0
8783,6,9,8,7,8,8,6,6,2,6,7,8,6,8,5,6,0
8784,7,8,10,6,6,4,7,4,5,11,11,11,9,6,4,7,0
8785,3,5,4,4,2,4,10,2,7,11,10,6,1,11,2,5,0
8786,5,9,5,5,3,3,9,4,5,10,10,11,4,9,3,6,0
8787,5,11,7,8,10,8,6,4,4,6,6,7,8,6,8,6,0
8788,1,3,2,2,1,7,8,5,4,7,6,6,4,9,1,5,0
8789,1,0,2,0,0,7,9,2,1,6,12,8,1,10,0,8,0
8790,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,10,0
8791,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10,0
8792,3,6,4,4,3,7,7,6,6,7,6,8,3,7,3,8,0
8793,4,7,5,5,3,9,7,4,7,11,5,5,3,8,3,8,0
8794,2,7,3,5,2,3,8,6,11,7,5,15,0,8,6,8,0
8795,1,0,2,0,0,7,9,3,2,7,12,8,2,10,0,8,0
8796,2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,0
8797,6,8,6,9,7,8,7,7,2,8,7,10,3,8,6,7,0
8798,6,7,7,5,4,4,8,5,7,9,8,9,3,9,3,5,0
8799,3,6,5,4,6,9,7,4,3,6,7,7,7,9,7,7,0
8800,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,0
8801,3,5,5,3,3,6,9,2,9,11,8,8,2,8,4,6,0
8802,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
8803,4,7,5,5,4,5,7,6,7,6,6,13,3,8,5,10,0
8804,4,7,4,5,3,7,7,8,5,10,6,8,3,8,3,7,1
8805,2,1,3,2,1,7,12,3,6,7,11,8,2,11,1,8,0
8806,3,6,4,4,4,8,6,6,4,7,7,8,7,5,2,7,0
8807,4,9,6,6,4,10,2,1,2,8,3,9,5,5,3,7,0
8808,3,6,3,4,1,7,8,14,1,7,5,8,3,8,0,8,0
8809,3,5,5,3,2,6,10,3,6,13,7,5,1,10,2,7,0
8810,8,11,8,8,6,4,10,2,3,10,9,8,8,11,2,6,0
8811,3,7,3,5,2,5,7,10,8,7,6,5,3,8,4,8,0
8812,4,8,5,5,1,7,7,4,4,7,6,8,3,8,4,8,0
8813,3,9,5,7,6,9,8,3,3,8,4,6,4,8,6,4,0
8814,7,11,7,6,4,7,7,3,6,10,6,9,6,10,3,8,0
8815,10,13,9,7,4,6,4,5,5,4,8,7,6,7,2,7,0
8816,5,9,8,7,5,7,7,6,7,7,6,5,6,8,4,7,0
8817,4,8,4,6,4,6,9,9,7,7,5,7,2,8,9,10,0
8818,4,11,6,8,8,7,7,3,4,7,6,8,7,10,8,6,0
8819,1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9,0
8820,5,8,7,6,6,8,9,6,4,10,4,4,3,11,4,9,0
8821,10,11,10,8,7,5,11,3,3,9,8,7,8,11,3,5,0
8822,4,5,5,8,3,7,7,14,2,4,6,8,6,8,0,8,0
8823,6,10,6,5,3,7,9,2,7,12,6,6,2,9,4,6,0
8824,4,8,6,6,5,9,7,4,6,10,5,6,2,8,6,10,0
8825,5,8,6,6,4,7,8,7,5,10,7,8,3,8,3,8,1
8826,3,8,5,6,3,12,3,2,2,10,2,9,2,6,2,8,0
8827,5,9,7,6,6,9,5,7,5,6,9,7,3,9,9,4,0
8828,3,7,4,5,3,5,5,2,8,3,2,7,0,7,1,5,0
8829,3,4,5,3,3,7,7,3,6,10,6,8,3,8,3,8,0
8830,2,2,2,4,2,8,7,7,3,6,6,9,2,8,5,10,0
8831,4,6,5,4,4,9,6,4,6,9,4,6,3,8,3,8,0
8832,4,10,5,8,3,5,3,6,8,1,2,4,1,6,1,5,0
8833,6,11,9,8,8,9,8,4,6,9,3,7,3,6,4,11,0
8834,2,3,3,1,1,8,9,3,3,12,4,4,1,9,2,9,0
8835,3,8,4,6,3,7,3,4,6,6,2,7,1,6,2,7,0
8836,5,11,7,8,6,6,10,6,5,10,8,3,1,10,4,7,0
8837,4,10,6,7,6,8,6,5,5,7,7,8,11,5,2,8,0
8838,5,9,5,11,6,8,7,7,3,8,8,10,3,8,6,8,0
8839,4,9,6,6,3,5,4,3,9,6,1,7,1,6,3,6,0
8840,3,5,5,3,2,6,11,3,5,13,7,4,1,10,1,7,0
8841,4,10,4,7,5,6,8,5,9,8,7,10,1,9,7,8,0
8842,6,8,8,6,5,6,11,3,2,8,11,8,4,9,5,9,0
8843,4,5,5,4,3,6,7,4,7,6,6,10,3,8,5,9,0
8844,3,6,3,4,1,8,5,13,5,6,13,8,3,9,0,8,0
8845,2,8,3,6,1,13,2,8,4,14,4,12,1,6,0,8,0
8846,4,6,4,4,2,3,11,2,3,9,10,8,2,11,0,8,0
8847,2,2,3,3,2,7,8,5,4,7,7,7,4,9,1,6,0
8848,5,12,4,9,4,7,10,3,2,13,5,5,2,8,7,10,0
8849,5,10,6,9,6,8,8,7,5,5,8,9,3,8,5,8,0
8850,3,9,4,6,4,7,7,6,7,6,5,6,3,8,3,7,0
8851,3,4,5,3,2,7,9,4,4,12,4,3,1,10,3,8,0
8852,3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,0
8853,5,10,6,8,6,7,6,7,8,6,4,10,2,9,6,11,0
8854,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,0
8855,1,0,2,1,0,8,9,3,2,7,12,8,2,10,0,8,0
8856,3,7,5,5,3,6,10,5,6,10,10,5,2,9,3,5,0
8857,7,9,7,7,4,2,8,5,7,11,11,10,3,9,2,6,0
8858,7,11,10,8,7,7,8,3,7,10,6,7,3,8,3,8,0
8859,5,10,9,8,7,11,5,1,5,9,1,5,3,7,5,9,0
8860,1,4,2,3,1,7,7,0,6,13,6,8,0,8,0,8,0
8861,2,5,4,3,2,7,8,2,9,11,7,7,1,8,5,7,0
8862,4,8,5,6,2,7,6,7,8,6,6,9,1,8,6,11,0
8863,4,5,5,8,2,7,5,14,5,7,14,8,3,9,0,8,0
8864,3,4,5,2,2,7,8,1,8,10,7,8,2,8,3,7,0
8865,5,9,5,4,3,10,7,4,5,7,9,5,4,11,2,7,0
8866,7,12,7,6,4,6,6,4,6,12,9,11,3,8,7,8,0
8867,7,11,9,8,8,7,6,5,5,6,5,7,9,6,7,10,0
8868,5,9,7,7,6,10,6,3,7,10,3,6,5,7,4,9,0
8869,6,10,7,5,4,7,8,3,5,10,7,8,6,9,5,7,0
8870,4,9,3,4,2,10,5,3,4,11,4,9,2,8,6,12,0
8871,2,3,3,2,1,4,10,2,7,10,10,6,1,11,2,4,0
8872,4,8,5,6,2,8,5,4,6,15,6,11,1,6,0,7,0
8873,6,9,8,6,7,8,6,6,4,8,5,7,4,7,7,11,0
8874,7,12,8,6,5,7,3,3,2,8,4,10,8,2,2,8,0
8875,3,7,4,5,2,9,7,4,8,11,4,8,2,8,5,9,0
8876,4,6,5,4,2,8,6,4,6,15,7,12,1,6,1,7,0
8877,2,6,4,4,3,7,7,2,7,7,6,8,0,8,8,8,0
8878,4,11,4,8,4,2,8,5,9,7,6,14,0,8,6,8,0
8879,5,11,6,8,4,6,7,7,7,11,7,11,2,10,4,9,0
8880,3,9,5,7,1,7,8,4,2,7,14,8,3,9,0,8,0
8881,4,5,5,4,3,6,9,5,7,7,10,9,3,9,1,8,0
8882,3,9,4,7,1,13,2,9,4,14,5,13,1,6,0,8,0
8883,2,6,4,4,4,6,9,3,2,7,7,6,2,8,8,1,0
8884,3,2,4,3,3,7,8,6,6,7,6,8,3,8,3,7,0
8885,3,8,3,6,2,6,7,11,8,6,6,6,3,8,3,8,0
8886,6,10,5,5,4,8,7,4,7,10,5,7,5,9,6,6,0
8887,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7,0
8888,5,7,8,5,4,7,7,1,8,10,6,8,2,8,3,8,0
8889,4,7,4,5,2,7,4,14,5,7,13,8,3,9,0,8,0
8890,5,9,5,6,2,7,7,15,0,7,6,8,3,8,0,8,0
8891,4,6,5,5,5,9,7,2,5,8,6,6,2,8,7,7,0
8892,3,8,5,6,3,5,8,4,8,11,9,9,2,8,5,6,0
8893,4,7,6,5,4,8,9,8,4,7,7,7,3,8,3,8,1
8894,4,4,5,3,2,4,9,5,7,11,10,9,3,9,2,7,0
8895,2,7,3,5,3,7,8,7,6,7,5,6,2,8,8,8,0
8896,7,10,7,8,3,4,10,3,8,11,11,5,1,11,3,4,0
8897,3,7,4,5,2,9,6,4,7,15,5,10,0,7,1,7,0
8898,2,7,3,5,3,7,7,3,7,6,7,10,2,8,6,8,0
8899,4,4,7,3,4,7,7,3,4,9,8,9,9,7,2,9,0
8900,2,0,2,1,1,9,7,6,4,6,6,9,2,8,3,8,0
8901,10,15,9,8,6,7,6,5,5,6,7,8,5,5,3,7,0
8902,9,13,6,7,3,8,7,7,7,11,5,8,2,9,5,9,0
8903,7,10,9,8,5,7,8,2,10,12,6,8,1,9,6,8,0
8904,3,6,4,4,1,5,8,6,10,6,7,12,1,7,4,8,0
8905,2,7,3,4,1,5,14,1,6,9,11,7,0,8,0,8,0
8906,3,6,4,5,2,8,6,8,7,6,5,8,3,8,4,8,0
8907,6,9,8,6,8,8,8,5,5,7,6,6,8,7,8,13,0
8908,6,6,6,4,4,3,11,2,3,10,10,8,7,11,2,6,0
8909,3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,0
8910,5,11,7,8,6,9,8,1,6,13,5,5,3,8,3,9,0
8911,4,10,4,7,2,7,6,15,1,7,8,8,3,8,0,8,0
8912,6,11,4,6,2,7,10,6,3,8,10,5,5,12,3,8,0
8913,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8,0
8914,4,8,6,6,3,5,8,2,8,10,11,9,3,8,4,6,0
8915,6,7,8,10,10,8,9,5,2,5,7,9,8,15,8,14,0
8916,3,6,4,4,4,8,7,6,2,6,7,8,5,9,4,6,0
8917,4,6,4,7,4,8,5,6,4,9,5,8,3,8,3,8,0
8918,4,10,5,8,3,5,8,8,8,9,8,13,2,9,4,10,0
8919,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,0
8920,6,11,8,9,5,7,8,3,11,12,7,8,2,9,7,8,0
8921,1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,0
8922,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
8923,4,4,4,6,3,8,7,12,1,6,9,8,8,6,0,8,0
8924,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,0
8925,7,8,7,6,5,6,11,5,3,8,6,6,10,13,3,4,0
8926,5,9,6,6,6,7,6,6,5,7,7,10,8,5,2,8,0
8927,8,15,6,8,5,7,5,6,5,8,6,9,6,6,8,10,0
8928,4,8,4,6,2,5,7,11,8,7,6,5,3,8,4,8,0
8929,4,6,6,4,3,4,11,2,7,11,10,5,1,11,3,5,0
8930,3,7,4,5,2,3,9,5,8,11,11,11,1,8,3,7,0
8931,7,11,10,8,12,8,9,5,4,8,5,7,7,8,13,9,0
8932,4,6,4,8,2,3,13,8,2,11,7,3,1,10,4,8,0
8933,3,5,4,4,3,8,7,7,5,9,6,8,2,8,3,8,1
8934,5,11,7,8,4,7,10,2,7,14,5,4,1,10,2,8,0
8935,3,7,5,5,3,4,9,3,7,11,9,9,2,9,4,6,0
8936,4,5,5,5,5,7,9,4,7,7,8,8,3,10,6,7,0
8937,6,8,6,9,7,8,8,6,2,7,8,11,3,8,6,8,0
8938,5,7,6,6,5,4,8,3,6,7,6,10,3,9,7,8,0
8939,4,4,5,3,3,3,11,3,2,10,10,8,6,11,1,7,0
8940,2,3,3,2,2,8,7,7,4,9,6,9,2,8,3,8,1
8941,5,9,6,6,6,7,7,5,5,7,5,8,6,6,6,11,0
8942,12,14,10,8,4,8,9,6,5,14,3,4,5,10,5,8,0
8943,6,9,6,7,4,5,9,1,7,9,9,6,3,10,5,4,0
8944,4,9,6,7,4,7,4,1,8,8,2,10,0,7,3,8,0
8945,2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7,0
8946,5,6,7,5,7,7,8,6,3,7,7,8,6,11,7,8,0
8947,6,9,8,6,9,8,9,5,2,7,7,8,9,9,6,12,1
8948,8,14,8,8,6,10,7,5,5,11,1,6,7,4,5,7,0
8949,9,15,8,9,4,9,10,6,4,6,10,6,6,13,3,6,0
8950,2,3,3,2,2,5,7,4,7,7,6,10,3,8,4,10,0
8951,3,5,4,4,2,6,8,5,6,6,8,9,6,10,0,7,0
8952,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,0
8953,5,6,5,4,2,3,10,2,7,11,11,6,1,11,2,4,0
8954,3,6,4,4,4,8,7,7,3,8,5,7,4,7,7,8,0
8955,4,9,4,7,3,6,8,9,5,6,6,7,3,8,6,11,0
8956,8,12,6,6,3,7,8,6,5,9,5,7,4,9,5,9,1
8957,6,11,7,8,7,9,8,5,8,5,5,6,1,6,10,6,0
8958,6,12,6,7,3,7,4,3,6,11,4,13,3,6,6,8,0
8959,3,5,4,3,3,7,8,5,5,7,7,6,5,9,2,6,0
8960,7,11,10,8,6,8,7,2,9,11,6,9,5,7,6,8,0
8961,2,4,3,2,2,6,7,5,6,7,6,8,3,8,3,8,0
8962,2,7,4,5,2,11,2,3,3,10,2,9,2,6,2,8,0
8963,10,13,9,8,6,9,8,4,5,13,4,4,5,10,6,7,0
8964,6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,7,0
8965,3,7,4,5,1,1,12,5,5,12,11,8,0,8,2,6,0
8966,3,6,4,4,3,7,8,6,4,9,7,8,3,8,3,8,1
8967,3,5,5,7,1,9,10,2,2,5,12,8,1,11,0,8,0
8968,2,2,2,3,2,8,8,7,5,8,5,7,2,8,8,8,0
8969,4,5,5,4,2,4,12,2,3,9,11,7,3,10,1,7,0
8970,4,8,6,6,7,9,9,3,5,5,7,8,7,10,7,7,0
8971,6,11,8,6,3,8,7,2,4,13,6,8,6,8,0,8,0
8972,3,4,4,4,3,7,8,5,3,8,8,9,3,8,5,8,0
8973,4,9,4,4,3,9,7,3,5,9,3,8,5,7,5,8,0
8974,6,8,8,11,11,7,10,4,2,7,8,9,6,13,9,8,0
8975,5,9,7,6,5,4,7,2,7,10,10,12,3,8,3,6,0
8976,3,2,4,3,2,6,8,5,7,7,10,9,3,9,1,8,0
8977,6,10,7,8,7,6,10,6,5,9,6,8,2,10,8,10,0
8978,2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8,0
8979,5,6,6,8,3,9,9,8,7,5,8,10,3,8,5,10,0
8980,2,1,3,3,2,7,8,5,4,8,7,8,4,8,1,7,0
8981,4,8,6,6,5,8,8,8,5,6,7,9,3,8,4,6,0
8982,2,3,4,2,3,7,6,3,3,9,7,8,6,5,1,8,0
8983,3,7,5,6,5,8,7,3,3,6,6,8,4,8,2,8,0
8984,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
8985,4,9,4,4,2,10,2,4,2,11,5,12,4,4,5,10,0
8986,9,13,7,8,5,8,7,5,5,9,4,9,7,5,7,11,0
8987,3,4,4,7,2,3,7,7,3,7,7,11,3,8,3,10,0
8988,7,8,7,10,8,8,9,5,2,7,9,11,3,8,6,8,0
8989,2,5,4,4,2,8,11,1,7,6,11,8,1,11,2,9,0
8990,3,1,4,2,2,8,7,4,9,6,6,8,3,8,6,8,0
8991,5,9,5,7,3,4,9,1,7,9,10,6,1,10,3,4,0
8992,5,11,5,6,4,7,7,4,8,11,5,8,3,7,9,10,0
8993,5,9,6,7,6,8,8,7,6,8,7,3,5,8,4,9,0
8994,6,7,6,5,4,6,12,5,6,10,9,4,3,13,3,4,0
8995,4,10,6,8,3,5,11,3,5,10,12,9,3,10,1,8,0
8996,2,8,4,5,1,8,15,1,6,6,11,8,0,8,0,8,0
8997,2,6,3,4,2,8,8,6,5,6,7,9,2,7,5,11,0
8998,6,10,6,5,3,12,3,6,2,12,2,10,4,3,3,10,0
8999,2,3,3,1,2,10,11,3,2,5,9,7,5,10,0,8,0
9000,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
9001,4,6,6,4,4,7,8,8,6,6,6,10,3,8,5,6,0
9002,4,8,6,6,5,7,7,2,7,11,7,9,3,8,5,8,0
9003,5,9,7,7,8,7,8,4,6,7,6,9,6,8,6,6,0
9004,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
9005,7,11,8,8,4,5,9,1,9,10,10,5,3,10,5,3,0
9006,5,10,7,8,4,10,3,2,3,8,1,7,2,7,3,8,0
9007,5,11,7,9,4,8,7,2,10,11,5,9,2,8,6,8,0
9008,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,0
9009,5,8,7,10,6,11,4,3,5,9,2,7,2,7,6,9,0
9010,3,3,3,2,1,5,12,2,7,11,9,5,1,10,1,5,0
9011,2,1,2,1,0,7,10,3,1,7,12,8,1,11,0,8,0
9012,3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,7,0
9013,4,3,5,5,4,8,7,7,3,5,6,9,3,8,5,8,0
9014,4,9,5,7,3,8,8,7,7,6,10,8,3,9,1,8,0
9015,3,7,3,4,2,7,8,14,1,7,5,8,3,8,0,8,0
9016,4,9,6,8,7,6,8,4,3,8,7,9,5,11,8,11,0
9017,4,8,5,6,3,9,6,5,9,11,3,8,2,7,5,10,0
9018,4,6,6,4,3,7,10,5,3,11,4,3,1,10,3,9,0
9019,5,6,7,6,8,7,7,4,4,7,6,8,10,7,5,5,0
9020,7,10,7,8,5,7,7,8,6,9,7,10,4,7,5,5,1
9021,3,2,4,4,2,6,7,4,8,6,6,11,3,8,6,9,0
9022,5,11,7,8,4,7,7,2,10,12,5,9,1,9,7,8,0
9023,5,7,5,5,3,5,12,2,7,12,9,4,1,11,2,4,0
9024,4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10,0
9025,6,11,7,8,4,5,7,10,10,7,6,5,3,8,4,8,0
9026,4,8,6,9,6,8,9,4,5,7,7,8,3,7,8,7,0
9027,3,2,5,3,2,6,2,2,1,5,2,8,2,7,3,5,0
9028,4,10,6,7,4,9,5,3,10,11,4,9,1,7,6,9,0
9029,3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,0
9030,4,2,5,3,4,8,6,6,4,7,7,8,7,5,2,8,0
9031,5,10,8,7,11,9,6,2,2,8,4,8,10,5,3,6,0
9032,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8,0
9033,3,5,5,4,2,8,11,1,7,5,11,9,1,11,2,9,0
9034,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,0
9035,3,10,6,7,4,7,10,0,7,6,11,8,1,10,1,8,0
9036,7,11,7,8,4,6,8,2,8,8,10,5,5,11,6,3,0
9037,2,6,2,4,2,7,7,11,1,6,6,8,4,8,0,8,0
9038,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,0
9039,6,7,6,5,3,3,10,2,7,10,11,6,1,11,2,5,0
9040,4,9,6,6,5,7,8,7,5,8,7,6,3,8,3,7,0
9041,7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,0
9042,7,8,9,10,11,9,8,6,3,7,7,8,6,10,7,4,0
9043,4,7,6,5,5,8,4,7,4,6,7,10,4,7,6,9,0
9044,3,4,4,5,3,9,9,5,4,6,6,10,3,7,7,5,0
